                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    796,                0.67596,                0.36824,                0.85256,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004259,              0.0004259,              0.0004259
                    797,                0.68825,                 0.3744,                0.85524,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042392,             0.00042392,             0.00042392
                    798,                0.70102,                 0.3786,                 0.8521,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00042194,             0.00042194,             0.00042194
                    799,                0.70012,                0.38865,                0.85682,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041996,             0.00041996,             0.00041996
                    800,                0.68868,                0.37529,                0.86162,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041798,             0.00041798,             0.00041798
                    801,                0.71037,                0.38435,                0.86047,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000416,               0.000416,               0.000416
                    802,                0.68832,                0.37822,                0.85324,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041402,             0.00041402,             0.00041402
                    803,                 0.7122,                0.39167,                0.84885,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041204,             0.00041204,             0.00041204
                    804,                0.70635,                0.39927,                0.86472,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00041006,             0.00041006,             0.00041006
                    805,                0.69737,                0.38619,                0.86911,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040808,             0.00040808,             0.00040808
                    806,                0.66366,                0.36214,                0.84442,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0004061,              0.0004061,              0.0004061
                    807,                 0.7111,                0.38194,                0.85951,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040412,             0.00040412,             0.00040412
                    808,                0.69921,                 0.3813,                0.85803,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040214,             0.00040214,             0.00040214
                    809,                0.70495,                0.38801,                0.85774,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00040016,             0.00040016,             0.00040016
                    810,                0.66721,                 0.3698,                0.83792,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039818,             0.00039818,             0.00039818
                    811,                0.67091,                0.36597,                0.85744,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003962,              0.0003962,              0.0003962
                    812,                0.66261,                0.35705,                0.84943,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039422,             0.00039422,             0.00039422
                    813,                0.67392,                0.35979,                 0.8364,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039224,             0.00039224,             0.00039224
                    814,                0.67446,                0.36906,                0.85602,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00039026,             0.00039026,             0.00039026
                    815,                0.65896,                0.36709,                 0.8482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038828,             0.00038828,             0.00038828
                    816,                0.67721,                0.37118,                0.85926,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003863,              0.0003863,              0.0003863
                    817,                0.66389,                0.36782,                0.85034,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038432,             0.00038432,             0.00038432
                    818,                0.67837,                0.37081,                0.85584,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038234,             0.00038234,             0.00038234
                    819,                0.69334,                0.38611,                0.85064,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00038036,             0.00038036,             0.00038036
                    820,                0.69341,                0.37592,                0.86305,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037838,             0.00037838,             0.00037838
                    821,                0.67957,                0.37867,                0.85114,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003764,              0.0003764,              0.0003764
                    822,                0.68678,                0.36931,                0.85522,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037442,             0.00037442,             0.00037442
                    823,                0.63768,                0.36393,                0.84928,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037244,             0.00037244,             0.00037244
                    824,                0.69546,                0.36893,                  0.863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00037046,             0.00037046,             0.00037046
                    825,                0.67591,                0.36635,                 0.8482,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036848,             0.00036848,             0.00036848
                    826,                0.68427,                0.38596,                0.85765,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003665,              0.0003665,              0.0003665
                    827,                0.67942,                0.36815,                 0.8573,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036452,             0.00036452,             0.00036452
                    828,                0.66462,                0.37142,                0.83658,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036254,             0.00036254,             0.00036254
                    829,                 0.6705,                0.36504,                 0.8505,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00036056,             0.00036056,             0.00036056
                    830,                0.67589,                0.37317,                0.85278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035858,             0.00035858,             0.00035858
                    831,                0.66318,                0.36441,                0.83731,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003566,              0.0003566,              0.0003566
                    832,                0.65563,                0.37231,                0.84483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035462,             0.00035462,             0.00035462
                    833,                0.67859,                0.37251,                0.85095,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035264,             0.00035264,             0.00035264
                    834,                0.68845,                0.37712,                0.85054,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00035066,             0.00035066,             0.00035066
                    835,                0.67663,                0.36743,                0.84278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034868,             0.00034868,             0.00034868
                    836,                0.67016,                 0.3597,                0.85001,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003467,              0.0003467,              0.0003467
                    837,                0.67265,                 0.3697,                 0.8446,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034472,             0.00034472,             0.00034472
                    838,                0.65682,                0.37092,                0.85001,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034274,             0.00034274,             0.00034274
                    839,                0.65395,                0.36417,                  0.839,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00034076,             0.00034076,             0.00034076
                    840,                0.67675,                0.37068,                0.85532,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033878,             0.00033878,             0.00033878
                    841,                0.67956,                0.36941,                0.86606,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003368,              0.0003368,              0.0003368
                    842,                0.68867,                0.35936,                0.85762,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033482,             0.00033482,             0.00033482
                    843,                0.66172,                0.37038,                0.85276,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033284,             0.00033284,             0.00033284
                    844,                0.66533,                0.37126,                0.85777,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00033086,             0.00033086,             0.00033086
                    845,                0.66558,                0.36736,                0.85557,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032888,             0.00032888,             0.00032888
                    846,                0.70198,                0.38529,                0.85918,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003269,              0.0003269,              0.0003269
                    847,                 0.6648,                0.36005,                 0.8403,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032492,             0.00032492,             0.00032492
                    848,                0.65673,                0.36252,                0.84186,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032294,             0.00032294,             0.00032294
                    849,                0.66084,                0.36025,                0.84519,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00032096,             0.00032096,             0.00032096
                    850,                0.68043,                0.38115,                0.86134,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031898,             0.00031898,             0.00031898
                    851,                0.66378,                 0.3687,                0.85131,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000317,               0.000317,               0.000317
                    852,                0.64689,                0.36157,                0.83863,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031502,             0.00031502,             0.00031502
                    853,                0.66463,                0.37835,                0.85597,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031304,             0.00031304,             0.00031304
                    854,                0.69361,                0.37792,                0.86514,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00031106,             0.00031106,             0.00031106
                    855,                0.65483,                0.36474,                0.83901,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030908,             0.00030908,             0.00030908
                    856,                0.64208,                 0.3551,                   0.85,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0003071,              0.0003071,              0.0003071
                    857,                0.69822,                0.38513,                0.85894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030512,             0.00030512,             0.00030512
                    858,                0.66794,                0.37051,                0.84509,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030314,             0.00030314,             0.00030314
                    859,                0.66344,                0.36546,                0.85178,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00030116,             0.00030116,             0.00030116
                    860,                0.64504,                  0.351,                0.84826,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029918,             0.00029918,             0.00029918
                    861,                0.67498,                0.37357,                0.86104,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002972,              0.0002972,              0.0002972
                    862,                0.63332,                0.35686,                0.84319,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029522,             0.00029522,             0.00029522
                    863,                0.65259,                0.35984,                0.85215,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029324,             0.00029324,             0.00029324
                    864,                  0.651,                0.35932,                0.85572,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00029126,             0.00029126,             0.00029126
                    865,                0.65151,                0.35237,                0.84493,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028928,             0.00028928,             0.00028928
                    866,                0.68059,                 0.3703,                0.85895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002873,              0.0002873,              0.0002873
                    867,                0.65055,                0.35662,                0.83478,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028532,             0.00028532,             0.00028532
                    868,                0.65495,                 0.3595,                0.84635,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028334,             0.00028334,             0.00028334
                    869,                0.67303,                0.36924,                0.86076,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00028136,             0.00028136,             0.00028136
                    870,                0.65706,                0.36466,                0.85782,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027938,             0.00027938,             0.00027938
                    871,                0.65855,                0.36198,                0.84945,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002774,              0.0002774,              0.0002774
                    872,                0.66208,                0.36214,                0.84959,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027542,             0.00027542,             0.00027542
                    873,                0.64303,                0.35621,                0.84311,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027344,             0.00027344,             0.00027344
                    874,                0.67373,                0.37113,                 0.8547,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00027146,             0.00027146,             0.00027146
                    875,                0.64303,                0.35121,                 0.8347,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026948,             0.00026948,             0.00026948
                    876,                 0.6734,                0.37494,                0.86639,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002675,              0.0002675,              0.0002675
                    877,                0.66353,                0.36264,                0.84616,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026552,             0.00026552,             0.00026552
                    878,                0.64524,                  0.356,                0.84058,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026354,             0.00026354,             0.00026354
                    879,                0.65008,                0.35172,                0.84236,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00026156,             0.00026156,             0.00026156
                    880,                0.64944,                0.37012,                0.85049,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025958,             0.00025958,             0.00025958
                    881,                0.64377,                0.35707,                0.84786,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002576,              0.0002576,              0.0002576
                    882,                0.64799,                0.35804,                0.84678,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025562,             0.00025562,             0.00025562
                    883,                 0.6567,                0.36276,                0.87318,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025364,             0.00025364,             0.00025364
                    884,                0.64647,                0.35726,                0.84697,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00025166,             0.00025166,             0.00025166
                    885,                0.63197,                0.34726,                0.83386,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024968,             0.00024968,             0.00024968
                    886,                0.64228,                0.36943,                0.84535,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002477,              0.0002477,              0.0002477
                    887,                0.65517,                0.36309,                0.84426,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024572,             0.00024572,             0.00024572
                    888,                 0.6596,                0.35966,                0.85638,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024374,             0.00024374,             0.00024374
                    889,                 0.6362,                0.35641,                0.84897,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00024176,             0.00024176,             0.00024176
                    890,                0.64699,                0.35972,                0.84834,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023978,             0.00023978,             0.00023978
                    891,                0.63971,                0.35931,                0.84093,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002378,              0.0002378,              0.0002378
                    892,                0.64683,                0.36063,                 0.8347,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023582,             0.00023582,             0.00023582
                    893,                0.63538,                0.35804,                0.84701,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023384,             0.00023384,             0.00023384
                    894,                0.63016,                0.35637,                0.82981,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00023186,             0.00023186,             0.00023186
                    895,                0.64067,                0.35718,                0.83895,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022988,             0.00022988,             0.00022988
                    896,                0.65314,                0.35808,                0.83183,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002279,              0.0002279,              0.0002279
                    897,                0.67663,                0.36506,                0.84654,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022592,             0.00022592,             0.00022592
                    898,                0.62711,                0.36302,                0.83852,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022394,             0.00022394,             0.00022394
                    899,                0.64279,                0.36033,                0.84166,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00022196,             0.00022196,             0.00022196
                    900,                0.64171,                0.35593,                0.83886,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021998,             0.00021998,             0.00021998
                    901,                0.66621,                0.36781,                0.84963,                      0,                      0,                      0,                      0,                      0,                      0,                      0,               0.000218,               0.000218,               0.000218
                    902,                0.64614,                0.36171,                0.84647,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021602,             0.00021602,             0.00021602
                    903,                0.61343,                0.34719,                0.82735,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021404,             0.00021404,             0.00021404
                    904,                0.65471,                0.35724,                0.85483,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021206,             0.00021206,             0.00021206
                    905,                0.65437,                0.36087,                0.84406,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00021008,             0.00021008,             0.00021008
                    906,                0.66001,                 0.3591,                0.84638,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0002081,              0.0002081,              0.0002081
                    907,                0.64638,                0.35825,                0.84036,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020612,             0.00020612,             0.00020612
                    908,                0.64171,                0.35862,                0.83989,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020414,             0.00020414,             0.00020414
                    909,                 0.6394,                0.35467,                0.84596,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020216,             0.00020216,             0.00020216
                    910,                0.65496,                0.35432,                0.84806,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00020018,             0.00020018,             0.00020018
                    911,                0.62142,                0.34419,                0.84828,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001982,              0.0001982,              0.0001982
                    912,                0.64726,                0.36501,                 0.8397,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019622,             0.00019622,             0.00019622
                    913,                0.65429,                0.36267,                0.85123,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019424,             0.00019424,             0.00019424
                    914,                 0.6321,                0.34188,                0.84531,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019226,             0.00019226,             0.00019226
                    915,                0.63607,                0.35888,                0.85181,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00019028,             0.00019028,             0.00019028
                    916,                0.63205,                0.35748,                 0.8517,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001883,              0.0001883,              0.0001883
                    917,                0.64323,                0.36169,                0.84127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018632,             0.00018632,             0.00018632
                    918,                0.65376,                0.35914,                0.85128,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018434,             0.00018434,             0.00018434
                    919,                0.62435,                0.34921,                0.83756,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018236,             0.00018236,             0.00018236
                    920,                0.66662,                0.35639,                 0.8517,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00018038,             0.00018038,             0.00018038
                    921,                0.63311,                0.34653,                0.84562,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001784,              0.0001784,              0.0001784
                    922,                 0.6476,                0.35767,                0.85807,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017642,             0.00017642,             0.00017642
                    923,                0.64419,                 0.3692,                0.85278,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017444,             0.00017444,             0.00017444
                    924,                0.63618,                0.36202,                0.85536,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017246,             0.00017246,             0.00017246
                    925,                0.62558,                0.34628,                0.84127,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00017048,             0.00017048,             0.00017048
                    926,                0.64895,                0.35345,                 0.8469,                      0,                      0,                      0,                      0,                      0,                      0,                      0,              0.0001685,              0.0001685,              0.0001685
                    927,                 0.6166,                0.34896,                0.83524,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016652,             0.00016652,             0.00016652
                    928,                 0.6257,                0.35565,                0.84894,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016454,             0.00016454,             0.00016454
                    929,                0.63905,                0.36172,                0.84511,                      0,                      0,                      0,                      0,                      0,                      0,                      0,             0.00016256,             0.00016256,             0.00016256
